소속지회,경로당명,우편번호,주소,비고
달성군지회,대4리,43008,대구광역시 달성군 현풍읍 국가산단대로70길 41 (국가산단 서한이다음 아파트),
수성구지회,만촌3차화성파크드림,42070,"대구광역시 수성구 교학로 13 (만촌동, 만촌3차 화성파크드림)",
수성구지회,황금힐스테이트,42179,"대구광역시 수성구 청수로 274 (황금동, 힐스테이트 황금동)",
수성구지회,롯데캐슬더퍼스트2단지,42127,"대구광역시 수성구 수성로69길 65 (수성동1가, 수성롯데캐슬더퍼스트2단지)",
수성구지회,황금태왕아너스,42108,"대구광역시 수성구 청호로 345 (황금동, 태왕아너스아파트)",
수성구지회,거성경로당,42221,대구광역시 수성구 용학로48길 25-1 거성경로당 (지산동),
남구지회,화성파크드림,42443,"대구광역시 남구 대봉로14길 30 화성파크드림경로당 (봉덕동, 봉덕화성파크드림)",
중구지회,남산역 화성파크드림,41977,"대구광역시 중구 남산로7길 7 (남산동, 남산역 화성파크드림)",
수성구지회,수성2차우방타운,42084,"대구광역시 수성구 청호로 330 수성2차우방타운 (황금동, 수성지구2차우방타운)",
달성군지회,교항7리,42969,대구광역시 달성군 옥포읍 금계길 12 (대구옥포르상트레빌),
수성구지회,아이프라임신매,42271,"대구광역시 수성구 달구벌대로649길 14 경로당 (신매동, 아이프라임신매아파트)",
달성군지회,죽곡13리,42915,대구광역시 달성군 다사읍 달구벌대로174길 50 대구광역시 달성군 다사읍 달구벌대로174길 50 (협성휴포레·죽곡),
달성군지회,가태2리,42992,대구광역시 달성군 유가읍 구례길 113 노인회관,
달성군지회,금포5리,42974,대구광역시 달성군 논공읍 금포로 75-20 (우신미가뷰 아파트),
달성군지회,쌍계4리,43016,대구광역시 달성군 유가읍 테크노순환로 423 대구광역시 달성군 유가읍 테크노순환로 423 (대구테크노폴리스중흥에스-클래스포디움),
동구지회,대구혁신제일,41064,"대구광역시 동구 이노밸리로29길 34 (각산동, 대구혁신도시 서한이다음 2차 아파트)",
동구지회,이안동대구,41213,"대구광역시 동구 송라로28길 14 (신암동, 이안동대구)",개설일자:2018.11.30 운영상태:2018.11.30
북구지회,연경천년나무1단지,41411,"대구광역시 북구 동화천로 280 (연경동, 대구연경엘에이치천년나무1단지)",
수성구지회,삼덕경로당,42250,대구광역시 수성구 범안로64길 18-11 (삼덕동),
북구지회,침산화성파크드림,41560,"대구광역시 북구 성북로 70 침산화성파크드림 경로당 (침산동, 침산화성파크드림)",
북구지회,효성해링턴플레이스,41400,"대구광역시 북구 관음로 295 효성해링턴플레이스 경로당 (읍내동, 학정역 효성해링턴 플레이스)",
북구지회,e-편한세상대구금호,41493,"대구광역시 북구 내곡로 49 이편한세상대구금호 경로당 (사수동, 이편한세상대구금호)",
북구지회,노원LH천년나무,41557,"대구광역시 북구 노원로10길 40 (노원동3가, 대구노원LH천년나무)",
달서구지회,대곡천년나무,42842,"대구광역시 달서구 갈밭로 33 (대곡동, 대구대곡Lh천년나무1단지)",
북구지회,동평,41427,대구광역시 북구 팔거천동로34길 16-10 103호 (동천동),
동구지회,동대구 반도유보라,41226,"대구광역시 동구 송라로16길 11 (신천동, 동대구반도유보라)",
북구지회,사수,41598,대구광역시 북구 한강로6길 4-7 (사수동),
달성군지회,교항6리,42974,대구광역시 달성군 옥포읍 돌미로8길 19 대구광역시 달성군 옥포읍 돌미로8길 19 (옥포 대성베르힐 6단지),
달성군지회,세천7리,42930,대구광역시 달성군 다사읍 세천남로 35 (제일풍경채 프라임),
북구지회,금호스타힐스,41493,"대구광역시 북구 내곡로 70 사수동 대구금호스타힐스 경로당 (사수동, 대구금호스타힐스엔에이치에프6단지)",
동구지회,대구혁신도시서한이다음3차,41071,"대구광역시 동구 혁신대로 443 대구혁신도시서한이다음3차 (대림동, 대구혁신도시 서한이다음 3차)",
동구지회,율하휴먼시아8단지,41099,"대구광역시 동구 안심로22길 75 율하휴먼시아8단지경로당 (율하동, 율하 휴먼시아8단지)",
중구지회,대구역센트럴자이,41915,"대구광역시 중구 서성로 99 (수창동, 대구역센트럴자이)",
남구지회,한라하우젠트경로당,42438,"대구광역시 남구 봉덕로21길 53-16 한라하우젠트경로당 (봉덕동, 한라하우젠트)",
달서구지회,수목원서한이다음,42829,"대구광역시 달서구 한실로6길 123 대곡동 (대곡동, 수목원서한이다음아파트)",
달서구지회,수목원제일풍경채,42829,"대구광역시 달서구 갈밭남로 12 수목원제일풍경채 (대곡동, 수목원제일풍경채)",
동구지회,대구혁신센텀힐즈,41072,"대구광역시 동구 혁신대로 450 (대림동, 대구혁신센텀힐즈)",
달서구지회,본리,42695,대구광역시 달서구 용산로4안길 23 (본리동),
달서구지회,협성휴포레월성,42754,"대구광역시 달서구 조암로10길 11 (월성동, 월성 협성휴포레)",
북구지회,금호서한이다음,41599,"대구광역시 북구 한강로 17 금호서한이다음 (사수동, 금호서한이다음)",
남구지회,동서프라임,42425,"대구광역시 남구 이천로19길 81 동서프라임경로당 (대명동, 교대역동서프라임36.5)",
달성군지회,봉4리,43015,대구광역시 달성군 유가읍 테크노상업로 111 대구광역시 달성군 유가읍 테크노상업로 111 (대구테크노폴리스4단지),
수성구지회,우방청솔아파트,42082,"대구광역시 수성구 청호로 422 경로당 (범어동, 우방청솔맨션)",
수성구지회,남광타운,42233,"대구광역시 수성구 파동로22길 3 파동, 남광타운 (파동, 파동남광타운)",
달성군지회,서재13리,42929,대구광역시 달성군 다사읍 서재로7길 25 대구광역시 달성군 다사읍 서재로7길 25307/2401 (에코폴리스 동화 아이위시 3차),
달성군지회,봉6리,43016,대구광역시 달성군 유가읍 테크노대로5길 79 대구광역시 달성군 유가읍 테크노대로5길 79 106/102 (대구테크노폴리스진아리채아파트),
달성군지회,천내17리,42947,대구광역시 달성군 화원읍 비슬로 2545 대구광역시 달성군 화원읍 비슬로 2545 103/902 (화원이진캐스빌),
달성군지회,죽곡12리,42919,대구광역시 달성군 다사읍 대실역남로 11 대구광역시 달성군 다사읍 대실역남로 11 504/1407 (죽곡청아람5단지),
남구지회,관문경로당,42497,대구광역시 남구 관문시장6길 7-4 (대명동),
동구지회,태왕아너스 르네상스,41156,"대구광역시 동구 동촌로 100 (검사동, 태왕아너스 르네상스)",
동구지회,율하롯데캐슬 탑클래스,41097,"대구광역시 동구 율하서로 23, 율하롯데캐슬 탑클래스",
서구지회,비산23장수,41794,대구광역시 서구 달서로34길 13-14 장수경로당 (비산동),
동구지회,대구혁신LH4단지,41063,대구광역시 동구 경안로 956 대구혁신LH4단지,
동구지회,율하역엘크루,41129,대구광역시 동구 안심로 7길7 율하역엘크루,
서구지회,쉼터,41795,대구광역시 서구 달서로34길 23-6 쉼터 경로당 (비산동),
달서구지회,용전,42632,대구광역시 달서구 와룡로43길 66-7 (용산동),
수성구지회,수성롯데캐슬더퍼스트3단지,42129,"대구광역시 수성구 수성로69길 70 3단지 경로당 (수성동1가, 수성롯데캐슬더퍼스트1단지)",
수성구지회,수성롯데캐슬더퍼스트1단지,42129,"대구광역시 수성구 수성로69길 70 경로당 (수성동1가, 수성롯데캐슬더퍼스트1단지)",
달성군지회,응암2리,43009,대구광역시 달성군 구지면 과학마을로 31 대구광역시 달성군 구지면 과학마을로 31,
남구지회,대명2동경로당,42413,대구광역시 남구 삼각지2길 20-11 (대명동),
남구지회,한마음경로당,42430,대구광역시 남구 중앙대로26길 21-1 (봉덕동),
달성군지회,매곡17리,42908,다사읍대실역북로5길46-5 .,
달성군지회,응암3리,43009,구지면과학마을로3길14 (반도유보라) 경로당,
달성군지회,중11리,42995,현풍면테크노북로2길9 경로당,
달성군지회,본리5리,42970,옥포면비슬로447길56 .,
달성군지회,교항4리,42968,옥포면비슬로2001 .,
달성군지회,봉10리,43015,유가면테크노대로5길80 경로당,
달성군지회,봉9리,43015,유가면테크노대로165 경로당,
달성군지회,응암5리,43009,구지면과학마을로70 경로당,
달성군지회,중7리,42995,현풍면테크노북로4길11 .,
달성군지회,봉2리,43014,유가면테크노북로165 경로당,
달성군지회,서재12리,42928,다사읍서재로7길23 .,
달성군지회,세천2리,42923,다사읍세천로187 경로당,
달성군지회,창1리,43010,구지면창리로59 .,
달성군지회,세천3리,42923,다사읍세천로160 북죽곡엠코,
달성군지회,중10리,42995,현풍면테크노상업로49 경로당,
달성군지회,교항5리,42969,옥포면돌미로70 .,
달성군지회,죽곡11리,42918,다사읍대실역남로50 .,
달성군지회,봉13리,43015,유가면테크노대로195 .,
달성군지회,중9리,42995,현풍면테크노북로2길30 .,
달성군지회,봉11리,43015,유가읍테크노대로5길58 경로당,
달성군지회,봉8리,43019,대구광역시 달성군 유가읍 테크노북로9길 16 (우미린더포레스트),
달성군지회,봉7리,43015,유가면테크노대로5길57 .,
달성군지회,목단2리,43012,구지면구미마을길89-2 .,
달성군지회,강림5리,42974,옥포면돌미로2길15 경로당,
달성군지회,서재11리,42928,다사읍서재로12길38 .,
달성군지회,봉12리,43015,유가면테크노북로9길42 .,
달성군지회,중8리,42995,현풍면테크노북로2길10 .,
달성군지회,봉3리,43015,유가면테크노북로164 경로당,
달성군지회,강림4리,42974,대구광역시 달성군 옥포읍 돌미로 51 (대구옥포LH천년나무2단지),
달서구지회,월배2차아이파크,42761,"대구광역시 달서구 월배로5길 76 (유천동, 대구월배2차 아이파크)",
달서구지회,감삼제3,42644,대구광역시 달서구 달구벌대로330길 31 (감삼동),
달서구지회,성서주공1단지,42613,"대구광역시 달서구 신당로 56 (신당동, 성서주공1단지아파트)",
달성군지회,화산리,43006,달성군 과학북로 25길 30-6,
달성군지회,가천리,42993,달성군 가천2길 62,
달성군지회,예현리,43013,달성군 예현 1길 11-9,
달성군지회,목단1리,43012,달성군 구지남로 57길 1,
달성군지회,유산리,43008,달성군 유산길 17,
달성군지회,오설리,43006,달성군 구지서로 60길 62-4,
달성군지회,징리,43006,달성군 구지서로 10길 62,
달성군지회,고봉리,43012,달성군 구지동로 10길 3,
달성군지회,도동2리,43006,달성군 도동절골길 5,
달성군지회,도동1리,43006,달성군 구지서로 712,
달성군지회,평촌2리,43013,달성군 구지동로 40길 38-3,
달성군지회,평촌1리,43013,달성군 구지동로 16길 85,
달성군지회,창4리,43010,달성군 시장길 34,
달성군지회,창3리,43010,달성군 창리로 19길 38,
달성군지회,창2리,43010,달성군 창리서로 6길 4-3,
달성군지회,수리3리,43006,달성군 과학북로 3길 24-6,
달성군지회,수리2리,43006,달성군 과학북로 11길 82,
달성군지회,수리1리,43006,달성군 과학북로 23길 54-3,
달성군지회,내2리,43011,대구광역시 달성군 구지면 달성2차로 6-28,
달성군지회,대암2리,43012,달성군 과학남로 24길 18,
달성군지회,대암1리,43011,달성군 과학남로 53길 5-5,
달성군지회,응암4리,43009,달성군 과학마을로 2길 6,
달성군지회,응암1리,43008,달성군 응암길 11,
달성군지회,구지면분회,43010,달성군 구지시장길 46-8,
달성군지회,초곡리,42989,달성군 유가북길 222,
달성군지회,가태리,42992,대구광역시 달성군 유가읍 가태길 54-1 대구광역시 달성군 유가읍 가태길 54-1,
달성군지회,음리,42990,달성군 음동길 79,
달성군지회,양2리,42990,달성군 유가사 1길 3-3,
달성군지회,양리,42990,달성군 휴양림2길 25-5,
달성군지회,용3리,42991,달성군 휴양림길 180-17,
달성군지회,용2리,43023,달성군 용리길 12,
달성군지회,도의3리,42993,달성군 도의길 92,
달성군지회,도의2리,42993,달성군 도의1길 6,
달성군지회,도의1리,42993,달성군 도의길 93,
달성군지회,쌍계2리,42989,달성군 테크노순환로 440,
달성군지회,쌍계1리,42989,달성군 유가북길 46-57,
달성군지회,본말2리,42992,대구광역시 달성군 유가읍 개실길 68 본말리57,
달성군지회,본말1리,42992,달성군 달창로 440,
달성군지회,한정3리,42993,달성군 비슬로 34길 12,
달성군지회,한정2리,42992,달성군 달창로 25길 40,
달성군지회,한정1리,42992,달성군 달청로 26길 115,
달성군지회,유곡2리,42993,달성군 유가길 49,
달성군지회,유곡1리,42993,달성군 유가길 53,
달성군지회,유가읍분회,42993,달성군 유가길 49,
달성군지회,하리,43003,달성군 중앙로 55-1,
달성군지회,신기리,43008,달성군 학북로 100길 120,
달성군지회,자모리,43007,대구광역시 달성군 현풍읍 현풍서로91길 46 차창근,
달성군지회,대3리,43008,달성군 대리길 19,
달성군지회,대2리,43006,달성군 삼강4길 2,
달성군지회,대1리,43006,달성군 삼강4길 1,
달성군지회,지2리,43007,달성군 지동길 128,
달성군지회,지1리,43007,달성군 지동2길 9,
달성군지회,오산2리,43007,달성군 현풍서로 71길 105,
달성군지회,오산1리,43007,달성군 현풍서로 43길 36,
달성군지회,원교4리,43022,달성군 원교길 18,
달성군지회,원교3리,43004,달성군 비슬로 120길 13,
달성군지회,원교2리,43003,달성군 비슬로 130길 30,
달성군지회,원교1리,43003,달성군 비슬로 128길 26-3,
달성군지회,성하4리,42988,달성군 비슬로 156길 40,
달성군지회,성하3리,43000,달성군 비슬로 136길 17,
달성군지회,성하2리,43001,달성군 성하1길 67-6,
달성군지회,성하1리,43001,달성군 성하1길 106-5,
달성군지회,부4리,42998,달성군 현풍동로 29길 19-11,
달성군지회,부3리,43000,달성군 중앙로 21길 33-6,
달성군지회,부2리,42998,달성군 현풍동로 27길 51,
달성군지회,부1리,42999,달성군 중앙로 16길 31,
달성군지회,중6리,42995,달성군 태크노상업로 33,
달성군지회,중4리,42996,달성군 달성군 현풍면 중리 96-2 (제일맨션101호),
달성군지회,중3리,42996,달성군 중앙로 14길 85,
달성군지회,중2리,43005,달성군 현풍동로 23,
달성군지회,중1리,43005,달성군 중앙로 14길 76,
달성군지회,상2리,42997,달성군 현풍동로 21길 9,
달성군지회,상1리,42988,달성군 현풍동로 20길 48,
달성군지회,현풍면분회,42996,달성군 현풍로 54,
달성군지회,송촌리,42973,대구광역시 달성군 옥포읍 송촌길 256 배하식,
달성군지회,신당리,42969,달성군 신당4길 27,
달성군지회,간경리,42972,달성군 간경길 7,
달성군지회,기세리,42977,달성군 옥포로 57-17,
달성군지회,강림3리,42968,달성군 비슬로 1941(허브시티 아파트),
달성군지회,강림2리,42968,달성군 시지로 33,
달성군지회,강림1리,42974,달성군 강림1길 41,
달성군지회,반송2리,42977,달성군 반송길 103,
달성군지회,반송1리,42977,달성군 용연사길 35,
달성군지회,교항3리,42969,달성군 제림길 10,
달성군지회,교항2리,42969,달성군 금계길 44,
달성군지회,교항1리,42969,달성군 다리목중앙길 20,
달성군지회,김흥3리,42977,달성군 능전길 88,
달성군지회,김흥2리,42977,달성군 옥포로 113길 74,
달성군지회,김흥1리,42977,달성군 김흥길 66,
달성군지회,본리4리,42970,달성군 비슬로 447길 11,
달성군지회,본리3리,42970,달성군 본리로 102,
달성군지회,본리2리,42970,달성군 대방길 5,
달성군지회,본리1리,42970,대구광역시 달성군 옥포읍 본리로16길 5,
달성군지회,옥포면분회,42972,달성군 비슬로 458길 6-2,
달성군지회,기곡1리못안,42901,달성군 기곡3길 35-14,
달성군지회,기곡2리상당,42901,달성군 기곡1길 96,
달성군지회,기곡1리터개월,42901,달성군 터개월길 29,
달성군지회,기곡1리,42901,달성군 기곡3길 8,
